"Time";"Res_Espinheira";"Res_Aveleira";"Res_Albarqueira";"P_Aveleira";"P_Albarqueira";"PE_Albarqueira";"PE_Aveleira";"PE_Espinheira"
"2019-04-15T02:24:00+01:00";2.695;4.149600134;4.268699985;40.79999924;113.40000149999999;43.59999847;8.5;4.199999809
"2019-04-15T02:25:00+01:00";2.695;4.149600134;4.268699985;40.70000076;113.90000149999999;42.90000153;8.300000191;4.199999809
"2019-04-15T02:26:00+01:00";2.695;4.149600134;4.268699985;40.70000076;114.5;42.90000153;8.800000191;4.199999809
"2019-04-15T02:27:00+01:00";2.695;4.149600134;4.268699985;40.79999924;114.09999850000001;42.79999924;8.899999619;4.300000191
"2019-04-15T02:28:00+01:00";2.695;4.149600134;4.268699985;40.70000076;114;43.29999924;8.800000191;4.199999809
"2019-04-15T02:29:00+01:00";2.695;4.149600134;4.268699985;40.79999924;114;42.5;8.800000191;4.199999809
"2019-04-15T02:30:00+01:00";2.695;4.149600134;4.268699985;40.70000076;113.5;43.09999847;7.699999809;4.199999809
"2019-04-15T02:31:00+01:00";2.695;4.149600134;4.268699985;40.5;114.09999850000001;43.09999847;7.900000095;4.300000191
"2019-04-15T02:32:00+01:00";2.695;4.149600134;4.268699985;40.70000076;114.1999969;42.59999847;9.100000381;4.599999905
"2019-04-15T02:33:00+01:00";2.695;4.149600134;4.268699985;40.59999847;114.3000031;42.90000153;8.399999619;4.5
"2019-04-15T02:34:00+01:00";2.695;4.202800136;4.268699985;40.90000153;114.1999969;42.90000153;8.399999619;4.300000191
"2019-04-15T02:36:00+01:00";2.695;4.202800136;4.268699985;40.70000076;114.1999969;43.5;8.600000381;4.400000095
"2019-04-15T02:37:00+01:00";2.695;4.202800136;4.268699985;40.59999847;114.90000149999999;43;9.300000191;4.199999809
"2019-04-15T02:38:00+01:00";2.695;4.202800136;4.268699985;40.70000076;114.40000149999999;42.5;9.399999619;4.099999905
"2019-04-15T02:39:00+01:00";2.695;4.202800136;4.268699985;40.59999847;114;42.79999924;8.800000191;4.300000191
"2019-04-15T02:40:00+01:00";2.695;4.202800136;4.268699985;40.59999847;114.5;44;8.899999619;4.300000191
"2019-04-15T02:41:00+01:00";2.695;4.202800136;4.268699985;40.79999924;113.8000031;42.59999847;9;4.199999809
